956	6	516	68	912	859	20	701	682	316	
145	6	835	748	529	636	199	77	481	116	
881	63	372	3	17	32	166	398	252	488	
382	152	818	191	173	960	752	545	881	912	
288	691	709	124	865	944	204	787	593	583	
470	188	515	562	95	736	208	350	234	418	
541	87	867	556	210	185	898	415	431	696	
433	241	252	502	156	881	237	228	0	75	
793	548	186	961	50	257	517	829	108	943	
224	367	708	826	324	536	953	546	421	130	
418	567	175	891	651	768	619	786	379	173	
230	969	83	246	53	458	118	360	527	308	
73	278	584	771	53	602	468	409	226	716	
386	645	388	238	112	703	829	749	149	811	
327	444	10	92	752	325	344	932	138	68	
955	777	462	834	126	604	492	911	640	763	
139	275	865	842	754	312	369	465	424	381	
210	954	426	242	838	717	419	362	739	675	
119	269	384	64	493	331	195	184	210	994	
676	764	46	654	561	927	767	637	518	936	
68	948	28	934	681	566	156	745	134	528	
811	419	153	659	932	427	723	420	725	42	
213	216	487	513	741	547	229	235	931	545	
204	435	472	20	985	55	681	842	27	166	
508	502	796	417	53	736	85	345	653	547	
30	24	885	168	814	131	394	41	199	728	
645	10	160	77	721	517	671	448	855	883	
568	552	425	987	845	897	49	161	748	188	
118	948	233	690	13	913	611	32	969	380	
6	683	245	941	694	64	884	451	17	116	
261	552	288	4	724	657	228	15	596	281	
939	810	596	911	580	165	581	305	750	672	
575	201	647	398	22	218	812	899	499	220	
123	82	127	804	409	972	762	425	175	937	
116	73	450	495	702	430	216	18	785	916	
649	744	756	555	657	865	514	82	395	335	
287	93	422	827	508	873	309	961	6	334	
9	890	499	94	469	527	119	234	847	994	
895	625	183	263	623	260	254	692	855	106	
326	168	634	171	583	597	212	380	964	982	
560	376	927	238	430	19	369	29	731	737	
1	760	935	829	759	104	211	352	412	106	
246	813	60	261	494	199	156	86	895	745	
281	669	26	238	892	205	409	138	436	353	
610	548	592	84	78	720	151	686	27	665	
751	464	360	588	546	529	567	389	166	527	
549	539	932	578	199	51	21	969	329	744	
361	112	328	538	680	621	157	426	303	100	
713	414	324	294	999	269	605	291	557	210	
14	982	634	293	638	233	795	451	148	576	
324	943	851	580	539	701	895	251	417	647	
671	469	310	114	435	980	1000	415	432	995	
400	625	364	350	23	399	481	633	342	589	
882	792	20	247	9	359	593	246	655	261	
155	789	981	351	337	883	62	712	161	278	
47	68	763	814	257	350	727	246	33	350	
354	645	715	887	465	200	917	130	165	580	
424	293	301	874	465	980	214	433	852	930	
245	477	935	212	831	443	91	47	193	417	
562	691	557	677	263	481	615	4	399	741	
448	679	992	233	926	745	947	851	504	235	
297	465	281	404	511	911	555	293	867	811	
178	613	191	748	139	283	317	103	417	337	
516	308	245	379	371	707	833	129	819	224	
463	850	558	403	441	978	910	817	163	673	
587	226	327	522	972	550	924	311	840	21	
148	46	769	154	403	924	984	148	855	396	
395	518	276	806	2	116	27	63	409	961	
177	972	653	128	1	732	100	59	560	879	
708	462	94	178	123	916	109	894	799	437	
440	803	357	630	152	37	226	826	348	488	
685	480	411	483	951	88	223	635	70	260	
8	31	29	533	70	103	366	410	174	76	
743	856	613	253	945	701	948	615	893	769	
404	68	69	272	471	598	305	808	149	451	
56	1000	592	465	174	162	870	982	116	112	
888	475	929	297	887	511	445	389	447	215	
26	582	880	654	266	146	562	528	640	998	
309	136	92	128	90	686	257	808	219	435	
982	565	897	686	839	487	535	301	798	666	
941	678	83	754	127	552	103	52	204	234	
981	33	319	763	559	308	941	357	356	862	
422	732	273	73	138	685	462	827	71	678	
660	123	922	151	523	654	192	298	647	589	
802	343	52	113	942	772	120	934	386	697	
661	807	163	81	640	177	863	597	96	507	
123	911	687	476	260	446	826	585	834	145	
872	739	568	771	402	804	890	986	245	140	
378	563	275	538	549	523	518	494	31	974	
313	376	321	359	472	586	436	33	264	670	
260	735	986	988	69	77	81	600	924	620	
180	257	176	773	445	711	43	822	519	530	
307	856	607	833	64	810	92	386	241	423	
569	138	190	554	769	633	868	319	424	752	
473	799	872	23	152	174	285	954	395	556	
937	141	813	335	760	609	67	578	747	641	
261	90	768	377	382	542	106	448	201	476	
234	778	224	990	376	531	747	796	645	996	
879	190	961	954	752	832	816	993	693	783	
709	147	465	976	496	188	693	72	646	899	
413	724	115	114	516	107	289	851	828	703	
117	236	656	652	224	1000	282	152	119	992	
612	6	786	67	368	737	421	393	588	412	
588	867	396	198	310	821	670	188	617	102	
16	125	989	779	534	638	314	897	1	219	
777	457	57	419	369	622	406	35	350	443	
343	736	978	339	1	702	602	664	496	398	
746	383	362	587	466	44	592	856	805	26	
540	965	31	267	926	217	837	355	293	119	
307	728	988	457	751	605	698	800	614	447	
167	356	949	428	293	83	588	65	785	421	
601	659	768	305	212	390	474	22	383	321	
846	82	897	78	299	313	883	356	217	276	
372	789	222	88	220	149	249	382	953	659	
792	688	567	998	506	134	577	289	613	925	
79	450	143	32	93	555	519	945	662	377	
224	861	627	952	455	321	655	761	237	898	
221	107	866	174	939	401	142	891	950	527	
346	942	810	185	939	180	574	786	368	619	
758	895	37	972	772	649	286	356	139	971	
12	923	266	894	657	440	854	236	556	589	
232	64	239	533	301	214	562	272	461	564	
592	174	434	682	574	153	665	664	430	287	
605	386	26	610	678	946	302	720	650	518	
495	536	607	515	299	455	555	351	972	854	
736	738	321	415	756	218	698	730	292	857	
374	76	570	102	298	349	234	545	756	449	
886	772	707	911	35	914	835	969	141	929	
794	899	230	11	946	105	777	622	688	382	
922	607	704	158	899	162	842	345	407	66	
0	62	657	765	40	124	728	782	99	369	
244	396	718	18	114	262	340	432	136	252	
530	881	289	100	181	389	304	436	358	197	
534	962	242	722	786	300	161	679	60	373	
830	879	578	137	576	728	567	805	298	305	
373	383	816	874	29	541	374	856	414	64	
828	30	329	346	95	247	236	586	477	20	
375	751	445	550	131	995	974	167	62	963	
666	932	601	104	375	780	663	314	887	774	
508	397	301	563	195	692	887	987	490	416	
287	998	832	135	310	600	466	966	547	505	
718	619	859	665	479	623	570	213	790	965	
249	578	961	283	877	23	76	147	234	869	
216	156	485	727	624	686	451	422	925	20	
58	740	893	756	422	308	629	758	818	196	
901	324	280	507	198	805	389	972	663	806	
414	903	381	244	924	426	585	342	67	986	
778	573	806	857	88	592	597	234	593	298	
14	706	376	704	907	279	184	541	328	119	
256	128	35	100	106	713	414	865	969	878	
722	244	327	802	849	360	419	73	4	733	
678	186	836	902	544	788	780	751	416	642	
318	450	624	722	854	853	195	545	888	24	
127	349	927	628	1000	222	869	747	225	43	
589	202	67	413	922	449	93	675	643	746	
79	722	801	374	777	844	320	927	115	756	
987	96	753	993	190	194	858	621	663	271	
642	77	330	219	37	976	964	560	533	846	
628	729	119	775	437	138	783	89	188	356	
925	323	82	893	25	517	974	164	506	878	
42	807	603	308	693	70	2	697	484	842	
263	320	220	519	493	206	312	129	976	252	
899	949	278	642	497	806	427	231	647	492	
813	650	223	927	447	481	665	683	549	396	
59	368	786	547	446	173	324	46	690	41	
426	115	633	249	143	861	273	825	822	523	
640	484	320	510	245	73	184	329	584	334	
257	42	773	40	470	321	47	275	73	520	
612	690	620	843	693	406	114	83	343	630	
784	753	464	800	371	549	996	363	962	753	
754	242	399	269	516	561	650	972	929	591	
949	335	429	25	304	498	684	548	313	491	
311	49	893	535	871	960	779	706	264	87	
36	384	492	873	620	26	706	582	422	555	
781	204	510	799	554	1000	493	234	479	204	
123	848	674	704	309	251	365	980	760	919	
800	516	449	337	574	68	99	353	1	191	
217	418	510	912	108	687	688	289	300	97	
32	723	210	454	600	540	837	259	754	84	
220	315	657	128	647	334	191	583	859	292	
960	454	408	307	886	63	699	259	416	637	
244	790	547	212	375	162	178	491	508	999	
301	435	406	770	627	753	458	39	507	30	
267	526	763	561	776	755	573	953	880	824	
59	316	7	44	492	387	491	843	556	144	
629	192	588	408	53	977	100	345	8	187	
982	604	499	811	503	734	474	982	317	251	
760	505	839	493	55	829	397	592	176	795	
288	378	320	280	693	803	827	603	856	922	
321	945	433	953	943	35	397	492	747	774	
802	708	469	885	378	211	368	132	181	542	
663	590	680	145	472	857	497	799	570	802	
317	197	640	323	477	703	798	40	597	526	
892	37	898	14	965	592	197	67	931	390	
372	982	660	16	752	5	932	319	216	883	
531	474	975	10	226	403	465	898	866	967	
548	252	155	206	649	364	821	963	587	545	
94	913	7	874	806	799	38	684	922	383	
756	868	596	763	97	324	193	200	584	452	
301	443	23	144	626	14	228	706	955	380	
493	841	988	145	679	434	53	142	469	803	
983	656	250	984	361	139	428	208	599	820	
722	882	362	886	337	255	255	167	185	51	
940	998	991	933	308	194	602	689	843	324	
134	478	936	883	30	780	967	818	445	369	
719	388	820	967	561	65	523	596	777	575	
524	467	515	966	43	91	675	106	355	214	
250	345	457	448	71	82	160	829	112	912	
672	701	219	272	393	863	962	579	203	869	
404	609	112	724	591	662	424	562	118	249	
512	768	171	226	775	62	430	122	228	920	
705	871	486	589	970	112	709	973	322	938	
156	987	422	424	381	476	944	522	325	940	
667	894	862	489	562	445	74	523	482	306	
124	599	678	553	481	719	611	949	253	204	
62	247	542	891	920	260	518	369	392	984	
288	676	184	307	257	354	723	109	715	931	
748	989	830	417	86	6	281	422	143	257	
10	790	302	953	900	590	455	47	881	981	
167	641	199	639	185	382	901	157	910	476	
896	499	990	844	286	569	468	216	414	150	
771	394	877	705	973	169	100	824	251	596	
724	80	456	143	638	259	860	507	244	948	
800	407	361	613	812	773	461	64	302	367	
797	271	581	394	131	791	78	28	929	914	
75	349	294	153	223	424	875	545	953	885	
954	934	994	955	690	813	213	830	325	155	
807	650	800	397	459	697	437	494	116	336	
919	18	450	45	335	125	277	741	579	372	
845	297	273	707	566	91	713	632	927	504	
323	115	802	12	983	203	473	474	103	215	
56	321	297	311	748	769	709	509	37	721	
96	824	606	236	576	71	706	17	277	444	
223	627	150	942	352	834	875	364	918	248	
766	589	297	487	891	528	665	786	801	953	
654	111	586	221	121	444	80	98	398	497	
604	642	892	946	734	12	247	827	796	431	
312	266	4	182	122	310	967	15	512	705	
896	132	222	591	270	169	282	551	574	501	
452	332	325	958	994	368	44	584	373	425	
663	688	5	610	446	163	303	84	361	811	
169	466	789	491	320	550	559	756	658	8	
452	699	451	361	784	494	253	755	690	716	
976	201	995	528	113	308	336	529	479	911	
284	753	68	102	475	295	97	666	920	781	
124	277	211	862	219	235	556	989	833	332	
931	962	185	11	733	931	457	311	826	341	
80	788	685	417	512	523	880	460	597	760	
546	222	121	489	682	928	439	539	883	940	
224	421	429	550	876	705	141	702	334	680	
935	223	886	489	943	131	645	36	644	786	
847	680	378	76	884	947	613	184	252	356	
595	640	582	206	191	642	759	562	126	235	
291	928	176	255	927	301	5	929	987	544	
257	71	416	530	373	247	72	651	519	574	
60	195	572	674	794	304	361	705	928	314	
353	89	779	18	518	757	71	300	418	987	
233	920	430	581	827	157	520	76	462	500	
762	415	759	979	933	152	866	479	256	434	
407	146	941	79	335	491	514	168	22	283	
266	628	438	653	3	185	882	572	802	438	
272	293	14	258	226	831	163	531	605	342	
187	486	912	438	554	661	450	836	84	486	
732	56	732	21	27	902	36	376	662	546	
1000	548	833	314	331	702	811	768	671	181	
872	933	82	12	703	230	269	29	160	397	
547	51	388	907	262	590	739	594	897	593	
756	418	177	199	845	963	252	755	872	624	
110	407	115	429	977	344	203	706	471	973	
636	41	252	905	370	95	17	761	413	790	
641	130	440	223	139	151	521	718	937	264	
140	87	889	879	178	928	198	161	549	375	
950	22	689	518	30	924	210	971	756	728	
552	93	398	990	876	629	557	933	858	337	
255	160	160	912	263	631	675	156	725	540	
465	363	179	109	99	758	72	103	61	469	
960	174	253	452	808	266	574	858	210	443	
462	760	157	696	274	861	444	635	725	974	
300	66	867	235	818	609	455	901	899	115	
205	329	524	59	375	917	575	456	209	356	
651	259	778	838	436	787	717	785	652	446	
566	741	847	205	11	759	110	488	336	725	
832	518	759	689	593	943	811	141	343	392	
254	988	247	180	939	804	589	390	823	371	
855	57	812	848	445	393	96	264	590	385	
5	381	629	866	64	763	296	638	924	624	
195	26	341	315	613	164	750	390	339	309	
901	798	422	539	719	239	848	309	81	723	
322	345	437	622	214	253	399	396	781	479	
756	960	836	377	187	186	932	164	767	397	
369	499	893	273	927	743	563	665	521	46	
220	650	970	820	596	939	694	152	477	710	
659	714	478	555	905	485	443	450	777	709	
938	87	442	758	324	914	998	557	368	680	
183	930	429	467	374	201	194	61	318	726	
110	628	430	804	468	258	656	791	315	715	
933	528	667	993	738	522	128	292	143	720	
414	932	0	603	121	992	545	349	194	821	
30	877	909	159	487	828	131	825	923	439	
579	356	310	688	753	691	266	290	915	267	
695	57	371	125	160	249	350	715	68	528	
199	134	279	323	721	457	73	352	90	254	
478	809	923	947	994	719	457	40	293	591	
820	97	236	395	985	260	119	453	378	112	
910	2	390	672	248	200	424	196	515	4	
69	746	316	733	859	632	917	0	486	281	
30	504	36	439	50	174	415	303	906	680	
825	986	308	157	754	672	78	365	65	795	
831	59	151	397	870	357	399	528	960	432	
589	350	466	273	475	506	724	395	587	823	
40	344	500	420	61	436	294	172	652	369	
921	221	636	952	475	475	658	275	167	420	
418	309	971	818	541	485	385	462	296	91	
56	710	104	240	834	744	532	332	995	327	
192	745	239	359	656	600	209	829	524	166	
479	979	529	754	142	470	951	636	417	856	
877	688	387	686	120	393	178	403	115	867	
146	526	515	586	245	677	458	315	224	166	
311	792	327	690	225	610	288	947	361	949	
445	351	472	725	881	258	979	363	424	833	
195	105	30	751	205	86	212	117	201	10	
601	763	229	451	899	859	153	421	649	886	
50	236	716	590	466	67	145	908	170	641	
963	395	235	509	917	982	277	978	551	256	
537	734	946	227	903	648	264	143	855	807	
438	659	363	888	182	668	913	795	133	967	
255	294	361	442	403	925	461	599	466	524	
648	491	310	727	28	109	199	202	130	482	
114	519	811	744	510	21	459	249	940	159	
378	986	39	206	158	569	15	578	790	507	
720	562	436	939	169	515	12	540	143	935	
150	628	930	922	655	575	897	400	430	319	
437	68	687	275	183	648	938	327	310	90	
351	605	423	651	906	74	487	665	724	463	
616	514	603	248	189	632	79	920	519	660	
845	487	59	301	124	127	301	819	311	637	
644	309	921	506	547	687	881	528	4	691	
369	25	517	734	372	269	436	72	131	274	
246	690	702	891	619	952	12	259	467	161	
378	740	890	501	598	158	266	562	180	388	
550	715	131	540	558	907	141	712	379	577	
899	424	849	730	458	708	409	774	110	801	
814	990	173	239	633	520	317	240	342	15	
641	344	535	6	849	760	132	756	251	532	
191	682	398	388	361	939	454	68	943	649	
157	617	610	503	415	641	773	538	977	431	
810	350	465	158	83	329	584	497	280	775	
356	527	697	486	245	521	139	197	661	535	
20	948	924	177	90	790	271	151	920	953	
116	2	630	180	577	778	372	928	958	416	
32	245	79	128	595	848	296	95	849	231	
211	599	304	494	464	75	782	755	839	296	
196	764	340	968	631	523	267	472	584	41	
519	437	185	807	18	665	258	110	262	665	
750	806	657	212	264	295	996	930	663	855	
20	923	695	378	724	926	265	449	159	943	
832	418	669	242	247	512	463	239	30	476	
905	823	66	592	468	566	64	502	803	484	
255	356	832	757	706	488	180	455	209	364	
127	838	853	655	797	670	683	798	942	925	
921	215	882	664	213	138	677	877	132	505	
470	685	300	854	625	261	361	226	409	721	
257	718	287	178	111	609	328	31	70	330	
393	558	676	709	880	662	460	824	45	879	
297	8	886	612	185	613	809	283	282	824	
388	354	753	557	256	239	994	812	283	312	
9	262	658	378	671	274	248	152	149	686	
495	467	450	345	468	573	849	51	313	6	
928	107	775	534	979	707	590	229	56	33	
5	955	868	500	407	735	786	120	571	457	
646	544	476	604	661	521	140	368	16	183	
36	972	299	955	349	463	523	642	683	941	
649	645	294	465	775	69	150	392	319	821	
587	946	555	198	527	976	795	16	870	360	
154	621	238	951	624	407	950	77	747	312	
732	383	831	252	130	992	522	233	158	972	
154	224	668	346	813	280	842	969	827	464	
648	895	879	543	438	637	552	284	888	71	
83	502	979	232	506	86	161	561	132	570	
706	530	24	365	396	300	323	568	140	966	
323	106	495	598	693	440	115	596	526	619	
62	23	348	293	421	695	51	627	234	950	
345	72	613	500	545	394	598	366	445	550	
190	551	328	20	651	442	996	80	497	93	
874	243	172	875	579	527	693	968	52	482	
748	732	345	834	716	634	634	811	274	433	
197	194	840	458	845	256	36	775	377	829	
781	218	11	146	695	912	890	418	317	810	
138	460	39	667	23	271	6	512	8	517	
917	652	312	378	338	137	361	802	20	261	
669	841	751	615	440	841	676	10	278	707	
392	70	949	380	715	119	18	792	672	463	
631	76	884	308	719	333	229	369	267	341	
375	122	877	179	991	235	451	790	123	194	
321	686	187	363	474	624	694	838	501	58	
105	164	276	568	575	70	271	848	332	181	
601	246	845	240	291	100	783	247	167	359	
477	208	775	486	844	424	671	263	560	4	
679	603	780	998	845	537	630	129	264	420	
755	355	563	695	763	690	678	810	783	172	
123	974	361	821	599	215	542	808	670	1000	
497	680	820	449	481	380	978	516	735	160	
457	523	586	272	399	24	976	264	866	717	
343	714	483	597	467	745	174	650	975	440	
89	650	875	680	683	355	718	734	119	852	
429	64	375	354	5	765	671	230	379	429	
715	868	795	940	1	927	130	258	727	890	
945	272	243	680	326	39	439	994	663	897	
951	492	45	780	399	156	92	533	818	917	
421	262	431	226	12	711	859	144	778	688	
917	185	828	699	68	914	13	726	335	645	
948	943	943	776	508	801	348	629	101	655	
22	554	899	683	591	816	309	811	294	36	
796	156	60	265	431	260	941	272	987	24	
30	905	531	643	330	24	68	65	710	981	
444	177	802	492	776	16	824	83	432	247	
797	326	505	350	938	262	81	617	381	457	
987	812	140	819	748	630	686	377	295	823	
262	523	736	285	391	482	381	54	176	903	
559	947	722	320	599	357	823	436	58	964	
950	380	227	92	487	93	345	970	404	308	
211	390	373	397	448	796	948	730	729	634	
406	705	7	78	405	672	813	785	818	311	
944	866	31	268	762	75	645	273	629	89	
241	405	341	745	897	396	722	767	485	212	
948	8	270	513	606	61	235	503	684	833	
790	808	830	831	983	98	944	913	295	253	
92	664	104	115	302	376	424	333	84	505	
608	677	840	491	760	38	456	844	882	448	
63	182	178	33	987	467	899	705	973	257	
251	878	56	319	919	557	858	39	30	938	
188	384	371	503	995	86	141	252	730	898	
81	219	336	906	52	170	881	442	386	443	
971	975	45	883	492	137	73	271	722	54	
823	750	993	71	155	467	624	719	472	902	
523	185	966	649	232	421	972	634	578	152	
910	853	897	438	638	630	885	257	741	885	
671	203	148	452	841	279	476	581	294	144	
143	185	888	243	41	772	859	641	535	838	
454	855	738	354	356	365	203	103	974	984	
421	818	43	919	930	75	678	654	209	364	
423	453	164	323	597	748	102	234	919	351	
936	166	581	532	223	94	690	125	951	407	
113	229	231	469	325	839	191	0	919	560	
433	755	285	177	283	605	711	333	656	67	
339	751	28	345	12	640	380	883	669	569	
561	814	325	860	522	310	759	578	589	801	
531	390	390	828	22	714	100	906	370	697	
756	292	140	421	600	478	545	615	909	115	
863	579	125	574	857	136	496	627	683	674	
231	4	711	203	8	620	17	548	992	48	
437	726	39	585	50	527	469	801	810	588	
672	47	718	150	907	331	771	383	248	289	
626	706	758	741	398	469	835	528	332	354	
144	181	362	265	135	860	240	86	85	642	
892	776	522	376	804	69	280	684	110	648	
667	612	236	0	632	749	484	237	305	118	
730	583	964	95	597	639	427	813	374	578	
724	317	853	263	204	753	278	464	387	701	
201	686	16	59	867	430	660	590	913	247	
757	519	624	377	474	425	86	278	328	870	
4	470	181	519	612	318	494	887	151	703	
903	361	1000	379	399	663	409	645	42	10	
22	135	537	744	527	672	689	734	635	31	
990	659	556	239	895	853	316	616	716	348	
349	679	672	642	21	224	335	767	156	565	
406	720	183	668	973	8	245	496	607	603	
243	918	661	88	33	632	476	40	651	618	
503	957	906	451	605	947	324	982	47	781	
930	624	889	860	514	956	338	724	678	957	
821	133	854	844	465	68	75	502	597	249	
378	382	845	695	192	219	561	40	788	502	
566	822	153	309	273	299	36	965	723	142	
959	261	512	518	294	315	32	806	334	21	
991	300	962	853	447	315	448	564	395	765	
803	103	605	616	712	362	527	372	923	645	
495	619	511	897	759	776	471	767	167	944	
439	750	752	566	347	455	989	850	148	652	
662	83	885	147	319	744	118	935	987	141	
766	365	877	167	732	185	840	362	549	255	
867	60	790	678	101	329	822	507	700	151	
983	412	832	183	309	873	712	398	264	425	
419	196	251	591	192	854	923	954	462	942	
43	393	962	543	94	533	129	98	209	289	
16	30	560	948	647	110	917	334	672	958	
700	350	781	548	763	971	76	791	910	901	
102	151	795	571	566	179	492	364	171	663	
179	975	502	201	249	292	583	426	708	643	
847	605	94	595	366	47	621	265	10	241	
338	101	674	614	797	206	361	586	692	719	
245	307	25	815	131	976	443	223	371	347	
329	461	318	710	432	555	462	471	311	499	
821	572	153	855	382	785	377	136	524	415	
595	226	191	770	405	594	8	258	185	301	
289	231	415	886	471	637	459	111	231	826	
349	406	943	114	590	560	796	835	75	60	
768	211	97	790	477	977	785	400	456	295	
71	527	877	863	388	990	915	681	999	226	
974	61	366	356	619	685	188	912	260	800	
477	791	635	739	81	685	853	120	968	214	
375	132	1000	171	684	63	42	508	317	178	
163	554	584	197	960	662	353	692	902	632	
853	763	348	481	169	392	483	71	281	964	
250	404	550	776	551	563	41	42	546	474	
705	218	514	742	482	358	639	822	980	375	
788	814	833	380	250	631	786	631	778	391	
627	411	274	741	86	358	702	302	111	415	
169	918	597	626	829	292	141	663	366	344	
365	309	780	313	894	521	945	117	175	94	
430	844	180	740	993	637	3	990	712	987	
1	863	346	900	421	11	637	801	101	432	
587	956	347	76	697	300	78	892	278	270	
125	879	321	541	504	92	992	273	708	337	
654	140	287	872	851	985	187	835	19	424	
310	991	963	489	158	433	701	902	703	489	
267	188	566	366	395	497	432	676	653	581	
858	867	993	543	795	932	275	664	19	240	
258	78	462	901	28	263	957	765	971	459	
479	974	208	416	812	170	185	427	675	572	
709	935	8	450	113	23	876	332	401	419	
333	702	391	965	978	143	350	983	985	833	
940	38	336	188	174	855	894	291	835	384	
134	143	105	602	874	872	215	135	801	449	
501	441	216	406	498	842	238	717	36	160	
870	905	847	467	550	778	575	810	160	875	
377	797	681	657	495	66	127	589	894	3	
735	73	536	983	356	905	191	956	661	581	
68	847	261	506	45	802	454	800	260	503	
701	771	546	875	364	462	23	931	992	992	
116	640	205	435	622	815	468	374	585	602	
311	506	97	110	203	531	142	499	543	694	
872	715	847	582	631	54	214	171	605	963	
480	494	605	77	65	886	139	317	331	167	
740	106	379	479	668	176	370	517	472	250	
173	56	696	161	209	872	556	501	630	982	
798	491	246	439	39	103	747	614	500	132	
578	792	327	586	765	587	525	845	407	229	
593	488	955	153	205	26	940	751	843	155	
172	640	61	777	757	577	175	415	524	505	
839	592	78	156	291	502	373	347	612	313	
289	213	593	409	755	484	289	757	351	76	
214	966	988	250	427	856	203	639	897	696	
424	570	738	609	482	589	841	875	496	316	
363	439	264	932	996	556	18	792	716	21	
281	640	678	857	202	208	684	515	502	964	
843	81	841	433	509	834	616	249	952	69	
815	514	490	709	43	92	581	477	302	394	
203	245	473	614	388	301	715	538	552	559	
335	808	284	339	669	203	984	16	269	481	
918	708	661	101	639	14	407	628	12	388	
17	95	953	245	901	218	486	281	674	805	
621	697	814	732	930	284	404	362	387	391	
224	734	735	36	135	1000	699	568	831	949	
66	702	760	827	351	219	549	237	938	743	
310	46	807	158	807	450	57	4	640	441	
931	419	333	631	608	208	992	791	737	761	
930	593	900	617	923	752	786	748	51	653	
818	121	585	427	295	541	116	92	771	947	
106	978	575	231	393	588	526	345	103	339	
359	62	812	320	120	389	715	148	856	189	
656	99	764	537	519	843	295	432	335	160	
559	346	52	487	258	278	964	611	87	763	
307	911	415	619	896	40	369	455	680	502	
157	231	756	424	606	651	328	27	866	962	
826	192	41	430	561	297	313	915	448	234	
313	371	806	50	335	703	299	505	552	780	
706	812	222	50	236	7	632	910	350	694	
733	554	805	838	752	205	751	331	264	838	
342	622	252	991	601	586	23	358	359	729	
484	942	293	34	275	935	974	716	963	525	
700	636	172	721	464	718	888	607	442	646	
995	372	765	739	12	764	956	528	483	702	
143	317	574	692	785	142	145	431	590	279	
760	95	85	974	713	950	669	717	1	747	
892	768	273	96	584	459	849	829	804	839	
126	316	962	397	242	818	327	847	478	299	
492	66	582	588	540	663	542	497	785	689	
63	249	46	432	883	893	582	332	806	444	
540	17	717	813	883	869	28	585	494	144	
414	991	862	478	537	795	681	970	4	94	
846	225	631	604	118	659	361	877	844	673	
391	367	678	870	496	613	831	331	427	394	
454	186	866	388	901	174	207	150	970	313	
602	854	274	707	566	625	860	570	125	374	
270	224	318	888	773	339	557	293	721	813	
525	364	707	613	985	713	814	194	379	679	
494	745	512	922	576	26	494	352	401	848	
632	474	261	428	509	36	420	444	492	764	
57	826	352	178	713	556	394	142	984	181	
497	401	730	377	727	997	186	887	805	844	
135	728	419	80	461	747	856	854	348	169	
73	85	353	303	149	580	46	438	409	222	
78	3	367	450	707	114	139	728	179	493	
436	460	95	724	278	889	696	662	757	301	
964	935	611	515	590	791	656	245	168	189	
656	709	638	607	668	119	293	920	70	613	
928	280	947	134	394	204	991	412	348	677	
310	245	14	580	846	997	857	777	762	291	
933	133	914	606	868	728	860	583	726	939	
69	301	436	475	927	967	160	657	451	191	
349	697	316	922	842	208	827	78	96	667	
961	955	571	362	768	1	909	272	579	63	
418	181	138	806	635	316	341	584	697	31	
332	534	418	288	657	766	30	609	474	322	
569	324	480	42	181	34	55	999	256	219	
880	965	822	418	756	841	892	546	623	609	
605	606	878	219	69	448	417	725	405	213	
391	309	912	670	780	598	719	152	661	432	
238	149	353	387	700	891	581	571	733	518	
806	852	744	146	158	877	211	552	854	580	
906	345	430	500	766	439	431	226	417	395	
68	915	595	508	132	391	758	228	320	596	
158	424	928	822	861	430	328	443	164	452	
641	221	683	787	958	922	488	394	420	471	
302	205	50	925	696	194	362	675	976	980	
39	73	764	633	520	33	356	487	611	542	
